title,link,score,tags,answer
What is the difference between old style and new style classes in Python?,https://stackoverflow.com/questions/54867/what-is-the-difference-between-old-style-and-new-style-classes-in-python,1132,python;class;oop;types;new-style-class,"From New-style and classic classes:

Up to Python 2.1, old-style classes were the only flavour available to the user.
The concept of (old-style) class is unrelated to the concept of type:
  if x is an instance of an old-style class, then x.__class__
  designates the class of x, but type(x) is always <type
  'instance'>. 
This reflects the fact that all old-style instances, independently of
  their class, are implemented with a single built-in type, called
  instance.
New-style classes were introduced in Python 2.2 to unify the concepts of class and type. 
  A new-style class is simply a user-defined type, no more, no less.
If x is an instance of a new-style class, then type(x) is typically
  the same as x.__class__ (although this is not guaranteed – a
  new-style class instance is permitted to override the value returned
  for x.__class__).
The major motivation for introducing new-style classes is to provide a unified object model with a full meta-model. 
It also has a number of immediate benefits, like the ability to
  subclass most built-in types, or the introduction of ""descriptors"",
  which enable computed properties.
For compatibility reasons, classes are still old-style by default. 
New-style classes are created by specifying another new-style class
  (i.e. a type) as a parent class, or the ""top-level type"" object if no
  other parent is needed. 
The behaviour of new-style classes differs from that of old-style
  classes in a number of important details in addition to what type
  returns. 
Some of these changes are fundamental to the new object model, like
  the way special methods are invoked. Others are ""fixes"" that could not
  be implemented before for compatibility concerns, like the method
  resolution order in case of multiple inheritance.
Python 3 only has new-style classes. 
No matter if you subclass from object or not, classes are new-style
  in Python 3.

"
What is the naming convention in Python for variables and functions?,https://stackoverflow.com/questions/159720/what-is-the-naming-convention-in-python-for-variables-and-functions,1127,python;naming-conventions;camelcasing;pascalcasing;snakecasing,"See Python PEP 8: Function and Variable Names:

Function names should be lowercase, with words separated by underscores as necessary to improve readability.
Variable names follow the same convention as function names.
mixedCase is allowed only in contexts where that's already the prevailing style (e.g. threading.py), to retain backwards compatibility.

"
How to POST JSON data with Python Requests?,https://stackoverflow.com/questions/9733638/how-to-post-json-data-with-python-requests,1121,python;json;python-requests;cherrypy,"Starting with Requests version 2.4.2, you can use the json= parameter (which takes a dictionary) instead of data= (which takes a string) in the call:
>>> import requests
>>> r = requests.post('http://httpbin.org/post', json={""key"": ""value""})
>>> r.status_code
200
>>> r.json()
{'args': {},
 'data': '{""key"": ""value""}',
 'files': {},
 'form': {},
 'headers': {'Accept': '*/*',
             'Accept-Encoding': 'gzip, deflate',
             'Connection': 'close',
             'Content-Length': '16',
             'Content-Type': 'application/json',
             'Host': 'httpbin.org',
             'User-Agent': 'python-requests/2.4.3 CPython/3.4.0',
             'X-Request-Id': 'xx-xx-xx'},
 'json': {'key': 'value'},
 'origin': 'x.x.x.x',
 'url': 'http://httpbin.org/post'}

"
How to emulate a do-while loop?,https://stackoverflow.com/questions/743164/how-to-emulate-a-do-while-loop,1121,python;while-loop;do-while,"I am not sure what you are trying to do. You can implement a do-while loop like this:
while True:
  stuff()
  if fail_condition:
    break

Or:
stuff()
while not fail_condition:
  stuff()

What are you doing trying to use a do while loop to print the stuff in the list? Why not just use:
for i in l:
  print i
print ""done""

Update:
So do you have a list of lines? And you want to keep iterating through it? How about: 
for s in l: 
  while True: 
    stuff() 
    # use a ""break"" instead of s = i.next()

Does that seem like something close to what you would want? With your code example, it would be:
for s in some_list:
  while True:
    if state is STATE_CODE:
      if ""//"" in s:
        tokens.add( TOKEN_COMMENT, s.split( ""//"" )[1] )
        state = STATE_COMMENT
      else :
        tokens.add( TOKEN_CODE, s )
    if state is STATE_COMMENT:
      if ""//"" in s:
        tokens.append( TOKEN_COMMENT, s.split( ""//"" )[1] )
        break # get next s
      else:
        state = STATE_CODE
        # re-evaluate same line
        # continues automatically

"
How to get a function name as a string?,https://stackoverflow.com/questions/251464/how-to-get-a-function-name-as-a-string,1118,python;string;function,"my_function.__name__

Using __name__ is the preferred method as it applies uniformly. Unlike func_name, it works on built-in functions as well:
>>> import time
>>> time.time.func_name
Traceback (most recent call last):
  File ""<stdin>"", line 1, in ?
AttributeError: 'builtin_function_or_method' object has no attribute 'func_name'
>>> time.time.__name__ 
'time'

Also the double underscores indicate to the reader this is a special attribute. As a bonus, classes and modules have a __name__ attribute too, so you only have remember one special name.
"
Traverse a list in reverse order in Python,https://stackoverflow.com/questions/529424/traverse-a-list-in-reverse-order-in-python,1113,python;loops;reverse,"Use the built-in reversed() function:
>>> a = [""foo"", ""bar"", ""baz""]
>>> for i in reversed(a):
...     print(i)
... 
baz
bar
foo

To also access the original index, use enumerate() on your list before passing it to reversed():
>>> for i, e in reversed(list(enumerate(a))):
...     print(i, e)
... 
2 baz
1 bar
0 foo

Since enumerate() returns a generator and generators can't be reversed, you need to convert it to a list first.
"
What is Python&#39;s equivalent of &amp;&amp; (logical-and) in an if-statement?,https://stackoverflow.com/questions/2485466/what-is-pythons-equivalent-of-logical-and-in-an-if-statement,1113,python;logical-and,"Use and instead of &&.
"
Reverse / invert a dictionary mapping,https://stackoverflow.com/questions/483666/reverse-invert-a-dictionary-mapping,1092,python;dictionary;mapping;reverse,"Python 3+:
inv_map = {v: k for k, v in my_map.items()}

Python 2:
inv_map = {v: k for k, v in my_map.iteritems()}

"
How do I remove the first item from a list?,https://stackoverflow.com/questions/4426663/how-do-i-remove-the-first-item-from-a-list,1088,python;list,"You can find a short collection of useful list functions here.
list.pop(index)
>>> l = ['a', 'b', 'c', 'd']
>>> l.pop(0)
'a'
>>> l
['b', 'c', 'd']
>>> 

del list[index]
>>> l = ['a', 'b', 'c', 'd']
>>> del l[0]
>>> l
['b', 'c', 'd']
>>> 

These both modify your original list.
Others have suggested using slicing:

Copies the list
Can return a subset

Also, if you are performing many pop(0), you should look at collections.deque
from collections import deque
>>> l = deque(['a', 'b', 'c', 'd'])
>>> l.popleft()
'a'
>>> l
deque(['b', 'c', 'd'])


Provides higher performance popping from left end of the list

"
"How do I remove duplicates from a list, while preserving order?",https://stackoverflow.com/questions/480214/how-do-i-remove-duplicates-from-a-list-while-preserving-order,1080,python;list;duplicates;list-comprehension;unique,"Here you have some alternatives: http://www.peterbe.com/plog/uniqifiers-benchmark
Fastest one:
def f7(seq):
    seen = set()
    seen_add = seen.add
    return [x for x in seq if not (x in seen or seen_add(x))]

Why assign seen.add to seen_add instead of just calling seen.add? Python is a dynamic language, and resolving seen.add each iteration is more costly than resolving a local variable. seen.add could have changed between iterations, and the runtime isn't smart enough to rule that out. To play it safe, it has to check the object each time.
If you plan on using this function a lot on the same dataset, perhaps you would be better off with an ordered set: http://code.activestate.com/recipes/528878/
O(1) insertion, deletion and member-check per operation.
(Small additional note: seen.add() always returns None, so the or above is there only as a way to attempt a set update, and not as an integral part of the logical test.)
"
Behaviour of increment and decrement operators in Python,https://stackoverflow.com/questions/1485841/behaviour-of-increment-and-decrement-operators-in-python,1079,python;operators;increment;decrement,"++ is not an operator. It is two + operators. The + operator is the identity operator, which does nothing. (Clarification: the + and - unary operators only work on numbers, but I presume that you wouldn't expect a hypothetical ++ operator to work on strings.)
++count

Parses as
+(+count)

Which translates to
count

You have to use the slightly longer += operator to do what you want to do:
count += 1

I suspect the ++ and -- operators were left out for consistency and simplicity. I don't know the exact argument Guido van Rossum gave for the decision, but I can imagine a few arguments:

Simpler parsing. Technically, parsing ++count is ambiguous, as it could be +, +, count (two unary + operators) just as easily as it could be ++, count (one unary ++ operator). It's not a significant syntactic ambiguity, but it does exist.
Simpler language. ++ is nothing more than a synonym for += 1. It was a shorthand invented because C compilers were stupid and didn't know how to optimize a += 1 into the inc instruction most computers have. In this day of optimizing compilers and bytecode interpreted languages, adding operators to a language to allow programmers to optimize their code is usually frowned upon, especially in a language like Python that is designed to be consistent and readable.
Confusing side-effects. One common newbie error in languages with ++ operators is mixing up the differences (both in precedence and in return value) between the pre- and post-increment/decrement operators, and Python likes to eliminate language ""gotcha""-s. The precedence issues of pre-/post-increment in C are pretty hairy, and incredibly easy to mess up.

"
How to get an absolute file path in Python,https://stackoverflow.com/questions/51520/how-to-get-an-absolute-file-path-in-python,1075,python;path;relative-path;absolute-path,">>> import os
>>> os.path.abspath(""mydir/myfile.txt"")
'C:/example/cwd/mydir/myfile.txt'

Also works if it is already an absolute path:
>>> import os
>>> os.path.abspath(""C:/example/cwd/mydir/myfile.txt"")
'C:/example/cwd/mydir/myfile.txt'

"
"What are the differences between the urllib, urllib2, urllib3 and requests module?",https://stackoverflow.com/questions/2018026/what-are-the-differences-between-the-urllib-urllib2-urllib3-and-requests-modul,1071,python;python-requests;urllib;urllib2;urllib3,"I know it's been said already, but I'd highly recommend the requests Python package.
If you've used languages other than python, you're probably thinking urllib and urllib2 are easy to use, not much code, and highly capable, that's how I used to think.  But the requests package is so unbelievably useful and short that everyone should be using it.
First, it supports a fully restful API, and is as easy as:
import requests

resp = requests.get('http://www.mywebsite.com/user')
resp = requests.post('http://www.mywebsite.com/user')
resp = requests.put('http://www.mywebsite.com/user/put')
resp = requests.delete('http://www.mywebsite.com/user/delete')

Regardless of whether GET / POST, you never have to encode parameters again, it simply takes a dictionary as an argument and is good to go:
userdata = {""firstname"": ""John"", ""lastname"": ""Doe"", ""password"": ""jdoe123""}
resp = requests.post('http://www.mywebsite.com/user', data=userdata)

Plus it even has a built in JSON decoder (again, I know json.loads() isn't a lot more to write, but this sure is convenient):
resp.json()

Or if your response data is just text, use:
resp.text

This is just the tip of the iceberg. This is the list of features from the requests site:

International Domains and URLs
Keep-Alive & Connection Pooling
Sessions with Cookie Persistence
Browser-style SSL Verification
Basic/Digest Authentication
Elegant Key/Value Cookies
Automatic Decompression
Unicode Response Bodies
Multipart File Uploads
Connection Timeouts
.netrc support
List item
Python 2.7, 3.6—3.9
Thread-safe.

"
Deleting DataFrame row in Pandas based on column value,https://stackoverflow.com/questions/18172851/deleting-dataframe-row-in-pandas-based-on-column-value,1059,python;pandas;dataframe;performance;delete-row,"If I'm understanding correctly, it should be as simple as:
df = df[df.line_race != 0]

"
Multiprocessing vs Threading Python,https://stackoverflow.com/questions/3044580/multiprocessing-vs-threading-python,1055,python;multithreading;multiprocessing,"The threading module uses threads, the multiprocessing module uses processes. The difference is that threads run in the same memory space, while processes have separate memory. This makes it a bit harder to share objects between processes with multiprocessing. Since threads use the same memory, precautions have to be taken or two threads will write to the same memory at the same time. This is what the global interpreter lock is for.
Spawning processes is a bit slower than spawning threads.
"
Getting today&#39;s date in YYYY-MM-DD in Python?,https://stackoverflow.com/questions/32490629/getting-todays-date-in-yyyy-mm-dd-in-python,1053,python;date;datetime;formatting;python-datetime,"Use strftime:
>>> from datetime import datetime
>>> datetime.today().strftime('%Y-%m-%d')
'2021-01-26'

To also include a zero-padded Hour:Minute:Second at the end:
>>> datetime.today().strftime('%Y-%m-%d %H:%M:%S')
'2021-01-26 16:50:03'

To get the UTC date and time:
>>> datetime.utcnow().strftime('%Y-%m-%d %H:%M:%S')
'2021-01-27 00:50:03'

"
mkdir -p functionality in Python,https://stackoverflow.com/questions/600268/mkdir-p-functionality-in-python,1052,python;path;directory-structure;mkdir,"For Python ≥ 3.5, use pathlib.Path.mkdir:
import pathlib
pathlib.Path(""/tmp/path/to/desired/directory"").mkdir(parents=True, exist_ok=True)

The exist_ok parameter was added in Python 3.5.

For Python ≥ 3.2, os.makedirs has an optional third argument exist_ok that, when True, enables the mkdir -p functionality—unless mode is provided and the existing directory has different permissions than the intended ones; in that case, OSError is raised as previously:
import os
os.makedirs(""/tmp/path/to/desired/directory"", exist_ok=True)


For even older versions of Python, you can use os.makedirs and ignore the error:
import errno    
import os

def mkdir_p(path):
    try:
        os.makedirs(path)
    except OSError as exc:  # Python ≥ 2.5
        if exc.errno == errno.EEXIST and os.path.isdir(path):
            pass
        # possibly handle other errno cases here, otherwise finally:
        else:
            raise

"
How to use to find files recursively?,https://stackoverflow.com/questions/2186525/how-to-use-to-find-files-recursively,1051,python;path;filesystems;glob;fnmatch,"There are a couple of ways:
pathlib.Path().rglob()
Use pathlib.Path().rglob() from the pathlib module, which was introduced in Python 3.5.
from pathlib import Path

for path in Path('src').rglob('*.c'):
    print(path.name)

glob.glob()
If you don't want to use pathlib, use glob.glob():
from glob import glob

for filename in glob('src/**/*.c', recursive=True):
    print(filename)   

For cases where matching files beginning with a dot (.); like files in the current directory or hidden files on Unix based system, use the os.walk() solution below.
os.walk()
For older Python versions, use os.walk() to recursively walk a directory and fnmatch.filter() to match against a simple expression:
import fnmatch
import os

matches = []
for root, dirnames, filenames in os.walk('src'):
    for filename in fnmatch.filter(filenames, '*.c'):
        matches.append(os.path.join(root, filename))

This version should also be faster depending on how many files you have, as the pathlib module has a bit of overhead over os.walk().
"
How do I convert a datetime to date?,https://stackoverflow.com/questions/3743222/how-do-i-convert-a-datetime-to-date,1051,python;datetime,"Use the date() method:
datetime.datetime.now().date()

"
What does functools.wraps do?,https://stackoverflow.com/questions/308999/what-does-functools-wraps-do,1046,python;decorator;functools,"When you use a decorator, you're replacing one function with another.  In other words, if you have a decorator
def logged(func):
    def with_logging(*args, **kwargs):
        print(func.__name__ + "" was called"")
        return func(*args, **kwargs)
    return with_logging

then when you say
@logged
def f(x):
   """"""does some math""""""
   return x + x * x

it's exactly the same as saying
def f(x):
    """"""does some math""""""
    return x + x * x
f = logged(f)

and your function f is replaced with the function with_logging.  Unfortunately, this means that if you then say
print(f.__name__)

it will print with_logging because that's the name of your new function.  In fact, if you look at the docstring for f, it will be blank because with_logging has no docstring, and so the docstring you wrote won't be there anymore.  Also, if you look at the pydoc result for that function, it won't be listed as taking one argument x; instead it'll be listed as taking *args and **kwargs because that's what with_logging takes.
If using a decorator always meant losing this information about a function, it would be a serious problem.  That's why we have functools.wraps.  This takes a function used in a decorator and adds the functionality of copying over the function name, docstring, arguments list, etc.  And since wraps is itself a decorator, the following code does the correct thing:
from functools import wraps
def logged(func):
    @wraps(func)
    def with_logging(*args, **kwargs):
        print(func.__name__ + "" was called"")
        return func(*args, **kwargs)
    return with_logging

@logged
def f(x):
    """"""does some math""""""
    return x + x * x

print(f.__name__)  # prints 'f'
print(f.__doc__)   # prints 'does some math'

"
How do I expand the output display to see more columns of a Pandas DataFrame?,https://stackoverflow.com/questions/11707586/how-do-i-expand-the-output-display-to-see-more-columns-of-a-pandas-dataframe,1043,python;pandas;printing;column-width,"(For Pandas versions before 0.23.4, see at bottom.)
Use pandas.set_option(optname, val), or equivalently pd.options.<opt.hierarchical.name> = val. Like:
import pandas as pd

pd.set_option('display.max_rows', 500)
pd.set_option('display.max_columns', 500)
pd.set_option('display.width', 1000)

Pandas will try to autodetect the size of your terminal window if you set pd.options.display.width = 0.
Here is the help for set_option:

set_option(pat,value) - Sets the value of the specified option

Available options:
display.[chop_threshold, colheader_justify, column_space, date_dayfirst,
         date_yearfirst, encoding, expand_frame_repr, float_format, height,
         line_width, max_columns, max_colwidth, max_info_columns, max_info_rows,
         max_rows, max_seq_items, mpl_style, multi_sparse, notebook_repr_html,
         pprint_nest_depth, precision, width]
mode.[sim_interactive, use_inf_as_null]

Parameters
----------
pat - str/regexp which should match a single option.

Note: partial matches are supported for convenience, but unless you use the
full option name (e.g., *x.y.z.option_name*), your code may break in future
versions if new options with similar names are introduced.

value - new value of option.

Returns
-------
None

Raises
------
KeyError if no such option exists

display.chop_threshold: [default: None] [currently: None]
: float or None
        if set to a float value, all float values smaller then the given threshold
        will be displayed as exactly 0 by repr and friends.
display.colheader_justify: [default: right] [currently: right]
: 'left'/'right'
        Controls the justification of column headers. used by DataFrameFormatter.
display.column_space: [default: 12] [currently: 12]No description available.

display.date_dayfirst: [default: False] [currently: False]
: boolean
        When True, prints and parses dates with the day first, eg 20/01/2005
display.date_yearfirst: [default: False] [currently: False]
: boolean
        When True, prints and parses dates with the year first, e.g., 2005/01/20
display.encoding: [default: UTF-8] [currently: UTF-8]
: str/unicode
        Defaults to the detected encoding of the console.
        Specifies the encoding to be used for strings returned by to_string,
        these are generally strings meant to be displayed on the console.
display.expand_frame_repr: [default: True] [currently: True]
: boolean
        Whether to print out the full DataFrame repr for wide DataFrames
        across multiple lines, `max_columns` is still respected, but the output will
        wrap-around across multiple ""pages"" if it's width exceeds `display.width`.
display.float_format: [default: None] [currently: None]
: callable
        The callable should accept a floating point number and return
        a string with the desired format of the number. This is used
        in some places like SeriesFormatter.
        See core.format.EngFormatter for an example.
display.height: [default: 60] [currently: 1000]
: int
        Deprecated.
        (Deprecated, use `display.height` instead.)

display.line_width: [default: 80] [currently: 1000]
: int
        Deprecated.
        (Deprecated, use `display.width` instead.)

display.max_columns: [default: 20] [currently: 500]
: int
        max_rows and max_columns are used in __repr__() methods to decide if
        to_string() or info() is used to render an object to a string.  In case
        python/IPython is running in a terminal this can be set to 0 and Pandas
        will correctly auto-detect the width the terminal and swap to a smaller
        format in case all columns would not fit vertically. The IPython notebook,
        IPython qtconsole, or IDLE do not run in a terminal and hence it is not
        possible to do correct auto-detection.
        'None' value means unlimited.
display.max_colwidth: [default: 50] [currently: 50]
: int
        The maximum width in characters of a column in the repr of
        a Pandas data structure. When the column overflows, a ""...""
        placeholder is embedded in the output.
display.max_info_columns: [default: 100] [currently: 100]
: int
        max_info_columns is used in DataFrame.info method to decide if
        per column information will be printed.
display.max_info_rows: [default: 1690785] [currently: 1690785]
: int or None
        max_info_rows is the maximum number of rows for which a frame will
        perform a null check on its columns when repr'ing To a console.
        The default is 1,000,000 rows. So, if a DataFrame has more
        1,000,000 rows there will be no null check performed on the
        columns and thus the representation will take much less time to
        display in an interactive session. A value of None means always
        perform a null check when repr'ing.
display.max_rows: [default: 60] [currently: 500]
: int
        This sets the maximum number of rows Pandas should output when printing
        out various output. For example, this value determines whether the repr()
        for a dataframe prints out fully or just a summary repr.
        'None' value means unlimited.
display.max_seq_items: [default: None] [currently: None]
: int or None

        when pretty-printing a long sequence, no more then `max_seq_items`
        will be printed. If items are ommitted, they will be denoted by the addition
        of ""..."" to the resulting string.

        If set to None, the number of items to be printed is unlimited.
display.mpl_style: [default: None] [currently: None]
: bool

        Setting this to 'default' will modify the rcParams used by matplotlib
        to give plots a more pleasing visual style by default.
        Setting this to None/False restores the values to their initial value.
display.multi_sparse: [default: True] [currently: True]
: boolean
        ""sparsify"" MultiIndex display (don't display repeated
        elements in outer levels within groups)
display.notebook_repr_html: [default: True] [currently: True]
: boolean
        When True, IPython notebook will use html representation for
        Pandas objects (if it is available).
display.pprint_nest_depth: [default: 3] [currently: 3]
: int
        Controls the number of nested levels to process when pretty-printing
display.precision: [default: 7] [currently: 7]
: int
        Floating point output precision (number of significant digits). This is
        only a suggestion
display.width: [default: 80] [currently: 1000]
: int
        Width of the display in characters. In case python/IPython is running in
        a terminal this can be set to None and Pandas will correctly auto-detect the
        width.
        Note that the IPython notebook, IPython qtconsole, or IDLE do not run in a
        terminal and hence it is not possible to correctly detect the width.
mode.sim_interactive: [default: False] [currently: False]
: boolean
        Whether to simulate interactive mode for purposes of testing
mode.use_inf_as_null: [default: False] [currently: False]
: boolean
        True means treat None, NaN, INF, -INF as null (old way),
        False means None and NaN are null, but INF, -INF are not null
        (new way).
Call def:   pd.set_option(self, *args, **kwds)


Older version information
Much of this has been deprecated.
As @bmu mentioned, Pandas auto detects (by default) the size of the display area, a summary view will be used when an object repr does not fit on the display. You mentioned resizing the IDLE window, to no effect. If you do print df.describe().to_string() does it fit on the IDLE window?
The terminal size is determined by pandas.util.terminal.get_terminal_size() (deprecated and removed), this returns a tuple containing the (width, height) of the display. Does the output match the size of your IDLE window? There might be an issue (there was one before when running a terminal in Emacs).
Note that it is possible to bypass the autodetect, pandas.set_printoptions(max_rows=200, max_columns=10) will never switch to summary view if number of rows, columns does not exceed the given limits.

The max_colwidth option helps in seeing untruncated form of each column.

"
Python `if x is not None` or `if not x is None`?,https://stackoverflow.com/questions/2710940/python-if-x-is-not-none-or-if-not-x-is-none,1042,python;nonetype;boolean-expression;pep8,"There's no performance difference, as they compile to the same bytecode:
>>> import dis
>>> dis.dis(""not x is None"")
  1           0 LOAD_NAME                0 (x)
              2 LOAD_CONST               0 (None)
              4 COMPARE_OP               9 (is not)
              6 RETURN_VALUE
>>> dis.dis(""x is not None"")
  1           0 LOAD_NAME                0 (x)
              2 LOAD_CONST               0 (None)
              4 COMPARE_OP               9 (is not)
              6 RETURN_VALUE

Stylistically, I try to avoid not x is y, a human reader might misunderstand it as (not x) is y. If I write x is not y then there is no ambiguity.
"
Find all files in a directory with extension .txt in Python,https://stackoverflow.com/questions/3964681/find-all-files-in-a-directory-with-extension-txt-in-python,1041,python;file-io,"You can use glob:
import glob, os
os.chdir(""/mydir"")
for file in glob.glob(""*.txt""):
    print(file)

or simply os.listdir:
import os
for file in os.listdir(""/mydir""):
    if file.endswith("".txt""):
        print(os.path.join(""/mydir"", file))

or if you want to traverse directory, use os.walk:
import os
for root, dirs, files in os.walk(""/mydir""):
    for file in files:
        if file.endswith("".txt""):
             print(os.path.join(root, file))

"
Convert date to datetime in Python,https://stackoverflow.com/questions/1937622/convert-date-to-datetime-in-python,1041,python;datetime;date,"You can use datetime.combine(date, time); for the time, you create a datetime.time object initialized to midnight.
from datetime import date
from datetime import datetime

dt = datetime.combine(date.today(), datetime.min.time())

"
Python integer incrementing with ++,https://stackoverflow.com/questions/2632677/python-integer-incrementing-with,1032,python;syntax;increment,"Python doesn't support ++, but you can do:
number += 1

"
Running unittest with typical test directory structure,https://stackoverflow.com/questions/1896918/running-unittest-with-typical-test-directory-structure,1029,python;unit-testing,"The best solution in my opinion is to use the unittest command line interface which will add the directory to the sys.path so you don't have to (done in the TestLoader class).
For example for a directory structure like this:
new_project
├── antigravity.py
└── test_antigravity.py

You can just run:
$ cd new_project
$ python -m unittest test_antigravity

For a directory structure like yours:
new_project
├── antigravity
│   ├── __init__.py         # make it a package
│   └── antigravity.py
└── test
    ├── __init__.py         # also make test a package
    └── test_antigravity.py

And in the test modules inside the test package, you can import the antigravity package and its modules as usual:
# import the package
import antigravity

# import the antigravity module
from antigravity import antigravity

# or an object inside the antigravity module
from antigravity.antigravity import my_object

Running a single test module:
To run a single test module, in this case test_antigravity.py:
$ cd new_project
$ python -m unittest test.test_antigravity

Just reference the test module the same way you import it.
Running a single test case or test method:
Also you can run a single TestCase or a single test method:
$ python -m unittest test.test_antigravity.GravityTestCase
$ python -m unittest test.test_antigravity.GravityTestCase.test_method

Running all tests:
You can also use test discovery which will discover and run all the tests for you, they must be modules or packages named test*.py (can be changed with the -p, --pattern flag):
$ cd new_project
$ python -m unittest discover
$ # Also works without discover for Python 3
$ # as suggested by @Burrito in the comments
$ python -m unittest

This will run all the test*.py modules inside the test package.
Here you can find the updated official documentation of discovery.
"
How do you get the logical xor of two variables in Python?,https://stackoverflow.com/questions/432842/how-do-you-get-the-logical-xor-of-two-variables-in-python,1026,python;logical-operators,"If you're already normalizing the inputs to booleans, then != is xor.
bool(a) != bool(b)

"
How do I use a decimal step value for range()?,https://stackoverflow.com/questions/477486/how-do-i-use-a-decimal-step-value-for-range,1024,python;floating-point;range,"Rather than using a decimal step directly, it's much safer to express this in terms of how many points you want. Otherwise, floating-point rounding error is likely to give you a wrong result.
Use the linspace function from the NumPy library (which isn't part of the standard library but is relatively easy to obtain). linspace takes a number of points to return, and also lets you specify whether or not to include the right endpoint:
>>> np.linspace(0,1,11)
array([ 0. ,  0.1,  0.2,  0.3,  0.4,  0.5,  0.6,  0.7,  0.8,  0.9,  1. ])
>>> np.linspace(0,1,10,endpoint=False)
array([ 0. ,  0.1,  0.2,  0.3,  0.4,  0.5,  0.6,  0.7,  0.8,  0.9])

If you really want to use a floating-point step value, use numpy.arange:
>>> import numpy as np
>>> np.arange(0.0, 1.0, 0.1)
array([ 0. ,  0.1,  0.2,  0.3,  0.4,  0.5,  0.6,  0.7,  0.8,  0.9])

Floating-point rounding error will cause problems, though. Here's a simple case where rounding error causes arange to produce a length-4 array when it should only produce 3 numbers:
>>> numpy.arange(1, 1.3, 0.1)
array([1. , 1.1, 1.2, 1.3])

"
Is there any way to kill a Thread?,https://stackoverflow.com/questions/323972/is-there-any-way-to-kill-a-thread,1024,python;multithreading;python-multithreading;kill;terminate,"It is generally a bad pattern to kill a thread abruptly, in Python, and in any language. Think of the following cases:

the thread is holding a critical resource that must be closed properly
the thread has created several other threads that must be killed as well.

The nice way of handling this, if you can afford it (if you are managing your own threads), is to have an exit_request flag that each thread checks on a regular interval to see if it is time for it to exit.
For example:
import threading

class StoppableThread(threading.Thread):
    """"""Thread class with a stop() method. The thread itself has to check
    regularly for the stopped() condition.""""""

    def __init__(self,  *args, **kwargs):
        super(StoppableThread, self).__init__(*args, **kwargs)
        self._stop_event = threading.Event()

    def stop(self):
        self._stop_event.set()

    def stopped(self):
        return self._stop_event.is_set()

In this code, you should call stop() on the thread when you want it to exit, and wait for the thread to exit properly using join(). The thread should check the stop flag at regular intervals.
There are cases, however, when you really need to kill a thread. An example is when you are wrapping an external library that is busy for long calls, and you want to interrupt it.
The following code allows (with some restrictions) to raise an Exception in a Python thread:
def _async_raise(tid, exctype):
    '''Raises an exception in the threads with id tid'''
    if not inspect.isclass(exctype):
        raise TypeError(""Only types can be raised (not instances)"")
    res = ctypes.pythonapi.PyThreadState_SetAsyncExc(ctypes.c_long(tid),
                                                     ctypes.py_object(exctype))
    if res == 0:
        raise ValueError(""invalid thread id"")
    elif res != 1:
        # ""if it returns a number greater than one, you're in trouble,
        # and you should call it again with exc=NULL to revert the effect""
        ctypes.pythonapi.PyThreadState_SetAsyncExc(ctypes.c_long(tid), None)
        raise SystemError(""PyThreadState_SetAsyncExc failed"")

class ThreadWithExc(threading.Thread):
    '''A thread class that supports raising an exception in the thread from
       another thread.
    '''
    def _get_my_tid(self):
        """"""determines this (self's) thread id

        CAREFUL: this function is executed in the context of the caller
        thread, to get the identity of the thread represented by this
        instance.
        """"""
        if not self.is_alive(): # Note: self.isAlive() on older version of Python
            raise threading.ThreadError(""the thread is not active"")

        # do we have it cached?
        if hasattr(self, ""_thread_id""):
            return self._thread_id

        # no, look for it in the _active dict
        for tid, tobj in threading._active.items():
            if tobj is self:
                self._thread_id = tid
                return tid

        # TODO: in python 2.6, there's a simpler way to do: self.ident

        raise AssertionError(""could not determine the thread's id"")

    def raise_exc(self, exctype):
        """"""Raises the given exception type in the context of this thread.

        If the thread is busy in a system call (time.sleep(),
        socket.accept(), ...), the exception is simply ignored.

        If you are sure that your exception should terminate the thread,
        one way to ensure that it works is:

            t = ThreadWithExc( ... )
            ...
            t.raise_exc( SomeException )
            while t.isAlive():
                time.sleep( 0.1 )
                t.raise_exc( SomeException )

        If the exception is to be caught by the thread, you need a way to
        check that your thread has caught it.

        CAREFUL: this function is executed in the context of the
        caller thread, to raise an exception in the context of the
        thread represented by this instance.
        """"""
        _async_raise( self._get_my_tid(), exctype )

(Based on Killable Threads by Tomer Filiba. The quote about the return value of PyThreadState_SetAsyncExc appears to be from an old version of Python.)
As noted in the documentation, this is not a magic bullet because if the thread is busy outside the Python interpreter, it will not catch the interruption.
A good usage pattern of this code is to have the thread catch a specific exception and perform the cleanup. That way, you can interrupt a task and still have proper cleanup.
"
Convert hex string to integer in Python,https://stackoverflow.com/questions/209513/convert-hex-string-to-integer-in-python,1014,python;string;hex,"Without the 0x prefix, you need to specify the base explicitly, otherwise there's no way to tell:
x = int(""deadbeef"", 16)

With the 0x prefix, Python can distinguish hex and decimal automatically:
>>> print(int(""0xdeadbeef"", 0))
3735928559
>>> print(int(""10"", 0))
10

(You must specify 0 as the base in order to invoke this prefix-guessing behavior; if you omit the second parameter, int() will assume base-10.)
"
